Company name;Org. no;Closure year;Currency;Num. of employees, stock company (pcs);EBITDA (k);Working capital (k);Distributable earnings (k);Turnover change (%);Changes in staff (%);Return on equity (%);Return on total assets (%);Liability interest (%);Risk buffer total assets (k);Return on Captial Employed (RoCE) (%)
TITAGARH FIREMA S.P.A.;916126778;201603;EUR;353;3 767;-7 178;2 276;0;0;5,98;0,97;6,02;0,95;16,06
Uppsala stadsteater aktiebolag;5560094095;201912;SEK;104;-72 623;65 036;74 535;10,39;7,22;-87,1;-68,9;0,1;-69;-92,72
AALBORG BOLDSPILKLUB A/S;10998530;202006;DKK;200;14 754;53 377;68 961;-58,47;0;15,33;11,82;0,51;0;19,23
Nolato MediTech AB;5563090678;201912;SEK;0;24 745;-9 199;31 388;0;-100;3,8;1;0;1;7,41
SEFBO HOLDING AS;922703752;201912;NOK;120;-4 154;10 213;-6 119;0;0;-4,24;-3,19;46,27;-3,8;-4,04
Nolato Gota AB;5560541301;201912;SEK;256;21 116;-8 625;59 868;0;4,49;1,1;0,3;0;0,3;1,56
Nolato Plastteknik AB;5561984385;201912;SEK;137;20 923;-37 650;14 873;0;12,3;3;0,7;0;0,7;6,16
Nolato Cerbo AB;5560549270;201912;SEK;142;17 576;8 701;32 865;0;4,41;-1,6;-0,5;0;-0,5;-2,74
KRAKS FORLAG A/S;10629241;201912;DKK;200;0;164 565;161 432;-12,06;0;6,95;0;0;0;-
IDEX BIOMETRICS ASA;976846923;201912;NOK;109;-267 646;99 815;-570 370;-35,99;0;-175,23;-136,85;75,9;-140,67;-180,31
Vy Flygbussarna AB;5592205115;201912;SEK;167;325;-614 824;0;0;0;610;0,2;0;0,2;650
POLYTECH A/S;17736590;201812;DKK;200;73 772;32 648;180 182;0;0;93,79;47,61;0,56;0;65,63
JKF INDUSTRI A/S;17085204;201912;DKK;200;11 351;56 802;61 109;0;0;9,03;4,17;0,27;0;5,85
STENHØJ A/S;16926191;201912;DKK;100;-22 312;-16 237;-55 008;0;0;147,4;-21,29;-5,98;0;110,21
CCL LABEL A/S;15512415;201912;DKK;100;1 118;9 310;243 324;0;0;-0,03;0,34;0,14;0;0,44
METRONOME PRODUCTIONS A/S;13523428;201912;DKK;100;28 913;81 609;101 422;0;0;31,5;16,18;1,01;0;33,09
POSTNORD LOGISTICS A/S;20148586;201912;DKK;100;-16 510;22 977;13 859;0;0;-54,2;-12,91;3,24;0;-54,99
TOTAL WIND A/S;27416837;201612;DKK;100;-54 751;-75 524;-81 957;0;0;46 602,8;-34,34;-98,17;0;-104,28
COROMATIC A/S;30243005;201912;DKK;100;28 634;97 168;121 866;0;0;27,41;18,03;0,62;0;25,82
GUBRA ApS;30514041;201912;DKK;100;55 478;44 024;125 044;0;0;28,05;22,15;0,66;0;53,98
DANISH VENUE ENTERPRISE A/S;34082375;201912;DKK;200;39 358;25 309;78 877;0;0;40;27;0,68;0;50,27
HJULMANDKAPTAIN ADVOKATPARTNERSELSKAB;32337120;201909;DKK;100;5 257;-91 934;12 900;0;0;-0,04;1,1;4,01;0;4,45
SSI Diagnostica A/S;37294535;201912;DKK;100;49 567;-13 735;112 594;0;0;19,1;12,36;1,3;0;35,68
DBR RENGØRING A/S;31078407;201912;DKK;100;23 125;-2 618;28 355;0;0;8,99;9,22;0,45;0;27,44
PRIVATHOSPITALET MØLHOLM P/S;35206264;201912;DKK;100;24 965;32 883;28 709;0;0;0;10,36;0,37;0;14,41
ZACHO-LIND A/S;10976588;201912;DKK;100;11 595;46 492;53 982;0;0;8,91;4,62;1,32;0;8,85
KVICKLY VARDE;12673213;201912;DKK;200;5 913;-2 466;64 225;0;0;-2,8;-2,51;0,45;0;-4,87
PcP. Danmark A/S;14310940;201912;DKK;100;23 475;41 941;60 407;0;0;17,5;12,06;0,7;0;20,52
GK DANMARK A/S;14306048;201912;DKK;100;1 049;17 075;23 139;0;0;5,14;0,85;4,42;0;4,68
Frontmatec Tandslet A/S;14307184;201912;DKK;100;6 729;7 912;61 895;0;0;10,68;3,63;2,31;0;10,4
V. T. I. VINDERUP TRÆINDUSTRI A/S;14642080;202004;DKK;100;3 430;24 257;46 870;0;0;2,98;2,96;0,52;0;5,66
IAT A/S;13059136;201912;DKK;100;16 929;59 664;99 138;0;0;7,45;5,59;0,44;0;8,35
NORDISK FILM TV A/S;11735894;201912;DKK;200;17 043;61 217;53 075;0;0;20,46;11,03;0,89;0;20,75
FORSIKRINGENS DATACENTER A/S;10317630;201912;DKK;100;62 065;53 630;146 159;0;0;111,37;25,75;0,63;0;56,74
GIVE ELEMENTFABRIK A/S;11572707;201906;DKK;100;47 033;-66 039;143 195;0;0;52,46;30,63;0,94;0;67,08
Sekura Cabins A/S;10957281;201912;DKK;100;21 988;-58 105;34 474;0;0;51,18;22,82;1,5;0;42,68
ELEMENT METECH A/S;21497932;201912;DKK;100;23 529;42 474;71 102;0;0;19,48;15,41;0,15;0;20,23
SKOVBY MØBELFABRIK A/S;24120511;201908;DKK;200;11 628;52 234;91 565;0;0;6,96;6,1;0,21;0;7,9
MASAI CLOTHING COMPANY ApS;10279488;201906;DKK;100;-302 835;245 596;354 631;0;0;-110,93;-89,45;0,25;0;-122,3
VIVALDI GRUPPEN A/S;27231802;201906;DKK;200;23 007;-28 289;53 698;0;0;12,93;8,83;0,96;0;18,53
MOBILITY SERVICE DANMARK A/S;27972721;201912;DKK;100;47 414;91 487;30 876;0;0;0,78;2,09;6,99;0;20,9
MOLO A/S;27229166;201912;DKK;100;2 073;58 090;69 122;0;0;5,05;1,02;1,58;0;-0,24
VVS-EKSPERTEN A/S;25189000;202003;DKK;100;19 507;58 746;79 696;0;0;24,81;17,08;0,51;0;24,57
TENAX SILD A/S;26404584;201912;DKK;100;15 058;61 435;95 079;0;0;7,67;5,22;0,58;0;8,3
MIRACLE A/S;25678990;201906;DKK;100;-23 673;81 435;181 781;0;0;108,71;-13,51;1,1;0;-28,4
DANSKE STENHUGGERIER A/S;25838823;202004;DKK;100;16 055;28 934;59 929;0;0;11,35;10,4;0,49;0;17,69
BGB A/S;25785827;201912;DKK;100;53 525;-68 964;57 468;0;0;69,23;36,69;1,07;0;83,02
PETERSEN TEGL A/S;28672012;201912;DKK;100;45 292;117 352;213 464;0;0;9,62;9,53;0,32;0;15,46
ABENA GLOBAL SUPPLY A/S;24001318;202004;DKK;100;-4 169;48 372;46 421;0;0;-20,17;-9,29;1,14;0;-19,06
LIMO LABELS A/S;21855197;201912;DKK;100;23 835;-110 739;30 725;0;0;22,92;9,33;3,38;0;12,02
Collectia A/S;20015381;201912;DKK;100;83 567;25 175;188 312;0;0;41,09;28,39;0,66;0;56,3
COPENHAGEN FOOD COLLECTIVE ApS;29206600;201912;DKK;200;28 639;-42 878;58 530;0;0;7,32;7,37;0,71;0;26,11
Clio ApS;30583795;201912;DKK;100;-3 651;-69 872;-100 071;0;0;-179,83;-33,61;9,51;0;-396,38
ASA-LIFT A/S;71056619;201912;DKK;100;-2 782;13 712;24 878;0;0;-20,99;-4,54;2,83;0;-21,45
FJ INDUSTRIES A/S;45737810;202004;DKK;100;9 379;38 466;78 541;0;0;-2,88;-1,02;0,63;0;-2,41
KJV A/S;79012513;201909;DKK;100;33 583;38 315;57 095;0;0;38,48;22,33;0,79;0;39,56
BLÜCHER METAL A/S;49260016;201912;DKK;200;97 710;224 513;301 488;0;0;38,27;28,56;0,39;0;41,38
Kirkelig Forening for Den Indre Mission i Danmark;65219115;201912;DKK;100;13 539;-28 201;70 647;0;0;0;5,87;0,73;0;9,66
FASTERHOLT HOLDING A/S;65602911;201912;DKK;200;-4 520;-4 943;134 552;0;0;16,67;-2,2;0,04;0;-2,35
RENTOKIL INITIAL A/S;68405017;201912;DKK;100;26 177;56 755;5 890;0;0;-11,57;12,3;1,23;0;79,61
LIND JENSENS MASKINFABRIK A/S;52994918;202004;DKK;100;13 771;67 671;92 841;0;0;15,27;4,67;0,92;0;5,52
THISTED-FJERRITSLEV CEMENTVAREFABRIK A/S;40749314;201912;DKK;200;25 783;-36 068;45 342;0;0;17,85;13,45;0,73;0;28,7
VRÅ DAMPVASKERI A/S;56707719;201912;DKK;100;31 074;20 964;39 958;0;0;0,65;1,65;0;0;3,29
DEKO P/S;66674517;201912;DKK;200;847;28 001;17 923;0;0;-3,86;0,86;2,41;0;1,49
BP DANMARK A/S;67753011;201912;DKK;100;0;40 820;87 839;0;0;9,34;0;0;0;-
MOGENS DAARBAK A/S;73276810;201912;DKK;100;8 910;16 051;34 002;0;0;17,68;5,98;2,41;0;11,73
ENTREPRENØRFIRMAET ØSTERGAARD, VEJLE A/S;73381711;201909;DKK;100;10 269;22 006;67 936;0;0;11,72;7,21;0,69;0;12,73
Bodino DK ApS;38893106;201812;DKK;200;0;43 273;68 062;0;0;99,99;0,26;2,28;0;-
H.J. HANSEN VIN A/S;89973511;201909;DKK;100;4 172;15 174;36 259;0;0;5,11;3,36;2,04;0;10,56
SCHUR PACK DENMARK A/S;83099828;201910;DKK;100;42 626;78 312;110 247;0;0;7,3;7,07;0,57;0;23,07
Glassolutions A/S;81234116;201912;DKK;100;-1 774;-90 124;31 659;0;0;-7,67;-0,76;2,6;0;-2,79
TJÆREBORG INDUSTRI A/S;81601518;201912;DKK;100;-1 965;-5 342;21 285;0;0;-21,95;-5,79;2,3;0;-18,08
WUNDERMAN A/S;33971419;201912;DKK;200;136 225;106 363;1 086;0;0;111,88;75,64;0,53;0;121,74
HJALLERUP MASKINFORRETNING A/S;80823614;201810;DKK;100;2 606;9 568;16 661;0;0;-5,08;0,49;5,62;0;0,77
HE-VA ApS;89301416;201910;DKK;100;32 339;-35 430;206 404;0;0;13,39;11,42;0,19;0;14,14
NORDOMATIC A/S;19265501;201912;DKK;100;18 955;70 150;111 361;0;0;22,16;12,84;0,76;0;23,03
FENSMARK BRUGSFORENING A.M.B.A.;10708915;201912;DKK;100;-1 865;-13 611;54 819;0;0;-7,27;-4,93;0,53;0;-9,78
Norva24 Danmark A/S;10206987;201912;DKK;100;51 147;-12 878;55 737;0;0;-2,88;-0,99;1,23;0;-3,73
CSK STÅLINDUSTRI A/S;20216883;201912;DKK;100;69 289;63 352;65 312;0;0;39,09;25,84;0,73;0;52,14
HELSAM A/S;17444387;201906;DKK;100;21 515;25 026;85 666;0;0;12,21;7,9;0,86;0;11,99
POLAR SALMON HJERTING LAKS A/S;15672234;201912;DKK;100;30 447;66 431;54 291;0;0;34,19;24,41;0,43;0;35,45
BRUUN RASMUSSEN KUNSTAUKTIONER A/S;25472020;201912;DKK;100;12 776;66 316;81 471;0;0;10,28;5,04;1,13;0;9,47
AB CATERING KØBENHAVN A/S;13768390;201909;DKK;200;17 613;7 735;16 000;0;0;75,99;17,24;3,71;0;71,35
AB CATERING AALBORG A/S;11283403;201909;DKK;100;58 710;40 886;28 400;0;0;106,82;41,04;1,64;0;105,73
DIAKONISENTERET STAVANGER;871461422;201912;NOK;210;-407;27 833;1 278;0;8,25;0,48;-0,25;18,78;-0,25;-0,82
SPORVEIEN TRIKKEN AS;985057192;201912;NOK;410;4 525;59 967;4 512;0;5,94;11,24;3,77;28,88;3,75;13,05
Coop SydÖst AB;5562393388;201912;SEK;0;0;127 681;127 545;0;0;0;0;0;0;-
SYSTEM TRANSPORT A/S;16691380;201912;DKK;100;1 233;-21 630;-10 469;0;0;-20,56;-3,9;12,82;0;-25,95
ORTOFON A/S;17015028;201912;DKK;100;18 855;17 561;35 541;0;0;61,66;11,45;0,49;0;24,02
R82 A/S;16202185;201912;DKK;100;55 028;59 764;138 830;0;0;54,26;28,03;0,95;0;55,84
FLENSTED SNITGRØNT A/S;16242780;201912;DKK;100;-15 491;-48 138;23 313;0;0;-48,48;-16,03;1,89;0;-46,45
FRØSLEV TRÆ A/S;14248331;201912;DKK;100;4 343;36 314;40 569;0;0;1,97;2,15;3,01;0;3,72
MÜLLER GAS EQUIPMENT A/S;14126104;201909;DKK;100;17 364;72 448;93 552;0;0;4,25;3,4;0,17;0;3,78
JUUL & NIELSEN A/S;13836795;201912;DKK;100;5 865;43 157;34 448;0;0;9,82;3,34;3,42;0;10,19
Design Eyewear Group International A/S;13446830;201912;DKK;100;9 853;-30 715;76 067;0;0;7,32;2,05;1,78;0;2,56
NILAN A/S;11773397;201906;DKK;100;45 938;80 568;102 200;0;0;38,81;32,26;0,34;0;44,8
AFA JCDECAUX A/S;12843488;201912;DKK;100;0;362;164 766;0;0;22,77;0,01;0,47;0;-
LGT LOGISTICS A/S;10076404;201912;DKK;100;3 260;83 964;81 212;0;0;5,62;4,31;0,63;0;3,54
GEMINA TERMIX PRODUCTION A/S;11169449;201912;DKK;100;122 867;107 266;223 088;0;0;90,99;64,87;0,42;0;94,38
GERRESHEIMER VAERLOESE A/S;10417430;201911;DKK;100;57 970;116 540;138 618;0;0;19,6;19,83;0;0;24,68
TRIFORK A/S;20921897;201912;DKK;100;6 181;37 414;89 713;0;0;41,71;0,72;0,82;0;-0,55
H.T. TRANSPORT & SPEDITION A/S;20233907;201912;DKK;100;19 446;6 676;66 988;0;0;13,22;11,29;0,35;0;21,12
JYTAS A/S;20763647;201912;DKK;100;5 275;0;-9 231;0;0;-4,31;1,9;0;0;-
TV3 SPORT A/S;17981544;201912;DKK;100;-19 031;-53 540;-2 148;0;0;-30,86;-13,14;4,07;0;-131,89
SKATEPRO ApS;28853866;201912;DKK;100;25 214;44 896;72 524;0;0;48,57;21,64;1,33;0;39,42
Industri Beton A/S;26511356;201912;DKK;200;34 521;38 697;69 732;0;0;18,08;10,27;1,11;0;25,16
GLASEKSPERTEN A/S;30601998;201912;DKK;200;5 182;-2 824;22 007;0;0;-9,94;-4,92;2,3;0;-10,18
CISCO SYSTEMS DANMARK ApS;20456078;201907;DKK;100;25 926;80 372;32 814;0;0;48,04;12,36;1,27;0;28,04
EGENCIA DENMARK A/S;26524857;201912;DKK;100;3 972;58 541;55 295;0;0;3,41;1,3;2,19;0;3,56
NEDRIVNINGSAKTIESELSKABET J. JENSEN;26818583;201912;DKK;100;7 602;54 199;47 953;0;0;14,99;7,14;1,55;0;16,8
BY MALENE BIRGER A/S;26869048;201906;DKK;100;-5 718;16 522;-8 261;0;0;-13,02;-5,63;-36,79;0;352,81
ADVANSOR A/S;29401462;201912;DKK;100;85 476;140 985;218 100;0;0;47,31;32,04;0,53;0;49,87
CONFIGIT A/S;25331532;201912;DKK;100;-22 235;8 959;-16 147;0;0;-70,66;-29,58;1,29;0;-69,81
JUST EAT.DK ApS;25537335;201912;DKK;200;86 807;67 953;-7 624;0;0;86,86;42,94;1,02;0;86,82
Havas Danmark A/S;26100240;201912;DKK;100;2 320;44 608;34 049;0;0;3,65;1,82;1,39;0;4,39
Keylane A/S;21276308;201912;DKK;100;71 419;30 420;55 828;0;0;19,65;15,94;0,29;0;23,29
X-YACHTS A/S;24260615;201912;DKK;100;-13 048;-18 877;17 353;0;0;-21,51;-6,61;2,12;0;-20,03
BITZER Electronics A/S;21340006;201912;DKK;100;44 377;96 774;52 770;0;0;31,75;21,59;0,73;0;43,94
KROGSGAARD-JENSEN A/S;21481483;201912;DKK;100;11 622;42 885;67 830;0;0;14,66;5,88;1,8;0;10,97
MEGGITT A/S;25954971;201912;DKK;100;40 350;25 165;60 108;0;0;37,94;24,43;0,92;0;47,26
STYLEBOX A/S;25961536;202003;DKK;200;57 948;-56 115;44 391;0;0;246,94;29,45;9,59;0;319,15
VICTOR A/S;31052785;201912;DKK;100;5 691;-93 734;20 836;0;0;10,27;3,23;5,26;0;11,71
Agri Nord;29038597;201912;DKK;100;8 089;-6 077;39 977;0;0;3,44;2,39;0,76;0;4,76
Taasinge Elementer A/S;33510691;201912;DKK;100;1 856;-27 728;-8 254;0;0;-13,14;-1,55;26,98;0;-4,57
OTIS A/S;32349110;201911;DKK;200;19 657;25 302;16 035;0;0;-0,1;17,1;2,3;0;64,85
Imerys Industrial Minerals Denmark A/S;37322318;201912;DKK;100;1 992;31 709;39 231;0;0;1,98;1,55;1;0;4,97
FJORDSTJERNEN BOLIGER OG SUNDHEDSCENTER A/S;34613923;201912;DKK;100;7 543;-3 819;35 378;0;0;2,01;2,36;0,63;0;14,21
KLOKKERHOLM KAROSSERIDELE A/S;34250316;201912;DKK;100;39 796;20 438;77 081;0;0;32,86;18,54;0,86;0;35,86
DINESEN FLOORS A/S;33920717;201906;DKK;100;25 621;27 414;85 235;0;0;8,51;5,31;1;0;12,86
Umicore Denmark ApS;38892304;201912;DKK;100;5 884;-10 587;33 885;0;0;-16,81;1,36;2,52;0;-23,3
BRUGSFORENINGEN FOR MIDDELFART OG OMEGN;38425919;201912;DKK;200;8 951;-18 330;91 186;0;0;0,68;1,93;0,43;0;1,77
ALULINE A/S;73428513;201912;DKK;100;27 462;28 719;150 665;0;0;6,35;5,91;0,12;0;6,77
DANSANI A/S;73318416;201912;DKK;100;31 328;0;33 946;0;0;7,97;8,88;0;0;15,62
Frontmatec Skive A/S;73518016;201912;DKK;100;24 436;24 963;51 132;0;0;15,34;10,92;0,47;0;16,9
KiiltoClean A/S;89461014;201912;DKK;100;37 595;64 228;-80 823;0;0;23,21;17,99;0,3;0;24,81
SYSTEM TM A/S;75152116;202006;DKK;100;27 198;59 418;56 881;0;0;31,46;15,6;1,4;0;42,69
GM PLAST A/S;66071812;201912;DKK;100;33 469;60 049;77 449;0;0;49,34;30,39;0,44;0;41,96
Aabo-Ideal A/S;77117911;201909;DKK;100;-3 856;22 809;14 019;0;0;-13,4;-4,6;1,81;0;-16,21
A/S JYDSK ALUMINIUM INDUSTRI;38523716;201912;DKK;200;12 967;-31 879;643;0;0;-7,35;0,04;4,5;0;0,03
PROCOM A/S;87928217;201912;DKK;100;29 913;25 898;97 277;0;0;42,09;22,26;0,61;0;36,26
SCHUR TECHNOLOGY A/S;78482915;201910;DKK;100;11 543;26 184;56 315;0;0;16,54;10,7;0,68;0;18,28
NorSea Denmark A/S;49677715;201912;DKK;200;12 873;5 076;78 572;0;0;0,28;0,9;0,73;0;2,15
A/S HVIDE SANDE SKIBS- OG BAADEBYGGERI;64600028;201912;DKK;100;15 781;54 760;94 315;0;0;14,59;8,84;1,3;0;13,36
DEMSTRUP AUTOTRANSPORT - PREBEN HANSEN ApS;69697615;201912;DKK;100;48 091;-6 005;35 602;0;0;1,26;2,07;1,27;0;7,12
KRÜGER A/S;57446412;201912;DKK;200;-17 954;241 293;-80 503;0;0;-30,11;-4;1,9;0;-16,56
NIEBUHR GEARS A/S;71150712;201912;DKK;100;45 108;52 378;115 427;0;0;10,08;8,34;0,68;0;13,19
Körber Supply Chain DK A/S;61628711;201912;DKK;100;5 602;-5 057;-28 534;0;0;-23,27;-3,43;5,48;0;-26,54
ASSA ABLOY Opening Solutions Denmark A/S;63989010;201912;DKK;100;76 793;88 568;23 309;0;0;74,23;55,59;0,37;0;77,9
FREDENSBORG OG OMEGNS BRUGSFORENING;69266517;201912;DKK;100;8 264;47 992;92 710;0;0;7,73;7,71;0,29;0;7,35
ACCEPTFINANS ApS;89913918;201912;DKK;100;0;57 464;8 898;0;0;-0,11;0;0,75;0;-
REDERIET M.H.SIMONSEN ApS;49594828;201906;DKK;100;28 444;20 760;146 428;0;0;5,8;5,26;0,17;0;6,78
GÅSDAL BYGNINGSINDUSTRI A/S;46911512;201912;DKK;200;19 936;1 700;38 500;0;0;22,08;10,96;1,22;0;25,54
EBK HUSE A/S;41961716;201906;DKK;100;6 719;17 591;44 961;0;0;1,65;1,42;1,1;0;3,2
DANTRA A/S;27070515;202006;DKK;100;7 896;-38 302;23 140;0;0;7,32;6,19;0,81;0;16,09
City Container Danmark A/S;26283647;201909;DKK;100;74 475;-49 282;98 713;0;0;15,2;12,12;1,35;0;45,02
GILLELEJE BRUGSFORENING;17510614;201912;DKK;200;7 332;-58 160;96 406;0;0;0,36;0,84;0,79;0;0,58
DE BLAA OMNIBUSSER A/S;73111714;202002;DKK;200;40 199;81 616;108 165;0;0;21,53;17,54;0,31;0;26,97
STOFF & STIL A/S;73266319;202005;DKK;200;24 125;96 485;140 311;0;0;10,49;7,49;0,37;0;11,7
SDK Shipping A/S;43785028;202004;DKK;100;23 780;-34 851;48 892;0;0;8,48;5,32;2,4;0;24,05
BC - CATERING GROSSISTEN A/S;10837049;201909;DKK;100;28 091;24 444;29 189;0;0;89,47;28,41;2,24;0;82,13
BC CATERING KOLDING A/S;19435598;201909;DKK;100;21 903;17 359;29 000;0;0;84,8;22,93;2,86;0;75,94
UPS NORWAY AS;976682157;201912;NOK;113;39 066;72 976;64 518;0;0;53,36;19,34;35,36;18,61;54,68
MUSHOLM A/S;17895907;202003;DKK;100;28 760;62 328;150 791;0;0;8,36;8,43;0,15;0;12,04
ELOS MEDTECH PINOL A/S;13746184;201912;DKK;100;19 549;61 944;92 497;0;0;12,57;10,79;0,26;0;17,66
SEJLSTRUP ENTREPRENØRFORRETNING A/S;15179937;201912;DKK;100;20 389;-33 248;57 516;0;0;9,49;7,09;0,7;0;13,55
ISC RÅDGIVENDE INGENIØRER A/S;26340713;201912;DKK;200;17 479;124 225;83 512;0;0;14,47;8,09;1,28;0;17,18
NOKAS VÆRDIHÅNDTERING A/S;25523229;201912;DKK;100;-12 211;60 752;-11 669;0;0;-10,91;-7,45;1,58;0;-98,76
AMCOR FLEXIBLES DENMARK ApS;21409839;201906;DKK;200;23 844;195 004;178 609;0;0;11,36;7,16;0,71;0;12,83
KINGO KARLSEN A/S;21791733;201912;DKK;100;12 004;4 876;27 988;0;0;2,43;2,2;2,54;0;5,57
DPA MICROPHONES A/S;15912200;201912;DKK;100;64 448;48 766;147 945;0;0;11,12;13,19;0,42;0;33,71
GANDRUP ELEMENT A/S;13972648;201912;DKK;100;34 078;55 061;51 831;0;0;45,67;28,8;0,69;0;53,06
F.A. THIELE A/S;14571108;201912;DKK;200;25 836;84 802;61 511;0;0;8,08;7,47;2,2;0;47,03
HGSR A/S;10467489;201908;DKK;100;-5 790;40 253;113 807;0;0;-11,12;-9,07;0,2;0;-14,07
Versalift Denmark A/S;12315600;201912;DKK;100;34 068;95 334;80 304;0;0;24,44;12,13;2,18;0;28,73
FKSSLAMSON A/S;12510675;201912;DKK;100;76 283;4 082;62 471;0;0;9,53;8,47;1,21;0;41,52
DANSK HØRECENTER ApS;10145015;201912;DKK;100;9 359;12 553;-54 751;0;0;-4,84;-1,8;0,25;0;-2,37
KPC FINANS I A/S;10326079;201912;DKK;100;5 224;37 771;139 367;0;0;3,5;1,52;0,02;0;1,22
TELESIKRING A/S;10665302;201912;DKK;100;18 245;-2 562;44 760;0;0;6,14;5,34;1,1;0;12,91
Egernsund Wienerberger A/S;10502306;201912;DKK;100;-12 460;23 408;42 697;0;0;-8,92;-6,69;0,77;0;-30,14
Dansk Maskincenter A/S;27210147;201909;DKK;100;4 789;18 488;22 696;0;0;2,87;2,19;3,66;0;8,33
SCANBOX ENTERTAINMENT A/S;26135567;201912;DKK;100;17 156;11 702;82 687;0;0;-4,27;-1,67;1,82;0;-3,66
VMS Group A/S;27215629;201912;DKK;100;12 953;29 250;43 369;0;0;9,97;6;3,37;0;23,83
Capio CFR A/S;27506909;201912;DKK;200;3 045;50 752;49 047;0;0;-13,22;-6,35;1,27;0;-15,61
IJH A/S;32146309;201912;DKK;100;8 936;7 261;7 905;0;0;9,36;5,15;3,54;0;24,11
DCC ENERGI CENTER A/S;32141773;202003;DKK;100;35 470;2 304;4 754;0;0;33,2;10,55;3,8;0;57,44
POUL SCHOU A/S;13246505;201909;DKK;100;15 327;1 446;26 745;0;0;3,04;2,09;2,08;0;5,67
SCALES A/S;33957335;201912;DKK;100;74 511;62 741;23 058;0;0;93,73;62,16;0,7;0;115,92
Loomis Teknik A/S;33077599;201912;DKK;200;0;80 252;-130 359;0;0;1,78;1,69;0,16;0;-
EVIDENSIA DYREHOSPITAL A/S;28855591;201909;DKK;100;19 375;-10 614;27 118;0;0;2,44;7,54;0,43;0;25,23
GOMSPACE A/S;30899849;201912;DKK;200;-68 936;56 184;-121 109;0;0;-155,05;-38,5;11,98;0;-629,96
MAERSK TRAINING A/S;32570119;201912;DKK;100;-2 481;34 675;115 201;0;0;-5,37;-4,18;0,47;0;-11,23
NORTHERN OFFSHORE SERVICES A/S;32781020;201806;DKK;100;3 362;-6 675;29 146;0;0;-4,39;-0,61;3,04;0;-3,82
COMWELL H.C. ANDERSEN ODENSE A/S;29516200;201912;DKK;200;13 206;-20 251;29 058;0;0;-0,49;1,26;0,34;0;1,98
EUROFINS MILJØ A/S;28848196;201912;DKK;100;53;11 988;-29 275;0;0;-17,66;-9,41;2,64;0;-64,62
Mobile Industrial Robots A/S;35251235;201912;DKK;100;10 457;35 153;38 860;0;0;1,18;1,99;0,97;0;4,28
DI-TEKNIK A/S;27581781;202006;DKK;100;15 540;35 210;31 334;0;0;29,94;11,39;1,72;0;31,81
ONE.COM A/S;28677138;201909;DKK;100;25 833;-18 386;25 422;0;0;12,95;7,47;3,96;0;11,51
BJARKE INGELS GROUP A/S;29309396;201912;DKK;200;70 230;157 302;117 035;0;0;32,05;17,94;0,27;0;23,43
FORSTAS A/S;29615756;201912;DKK;200;13 110;-16 475;18 437;0;0;-4,32;-0,6;4,59;0;-3,83
WORLDWIDE FLIGHT SERVICES DENMARK A/S;28488262;201912;DKK;100;10 875;-21 693;70 609;0;0;4,29;3,36;1,2;0;7,69
OUTRUP VINDUER & DØRE A/S;72381211;201912;DKK;100;27 927;28 539;36 629;0;0;34,67;26,39;0,54;0;49,08
FRITZ SCHUR TEKNIK A/S;46059328;201912;DKK;100;-14 802;55 856;44 150;0;0;-27,09;-11,14;1,3;0;-26,76
TORMAX DANMARK A/S;52781612;201912;DKK;100;12 454;36 990;63 678;0;0;10,23;8,19;0,15;0;11,38
RC BETON A/S;58048917;201912;DKK;100;-6 521;-117 631;3 564;0;0;-29,35;-3,14;2,7;0;-14,96
BUDWEG CALIPER A/S;79132217;201912;DKK;100;27 704;23 886;162 103;0;0;13;10,11;0,71;0;21,94
Kongskilde Industries A/S;39406101;201912;DKK;200;4 559;41 804;95 249;0;0;3,11;3,43;0,29;0;3,9
TRECO A/S;87210715;202006;DKK;100;30 018;-55 369;43 088;0;0;38,39;20,84;1,05;0;37,85
QUBIQA A/S;87236013;202005;DKK;100;18 610;-44 428;-9 320;0;0;18,73;6,37;2,48;0;19,37
RIAS A/S;44065118;202003;DKK;100;833;102 583;414;0;0;0,29;0,41;0,22;0;0,51
JOHS. SØRENSEN OG SØNNER. AARHUS A/S;86437414;201906;DKK;100;16 491;-76 158;26 865;0;0;2,66;1,34;2,85;0;4,74
Auto-Centralen A/S;77552812;201912;DKK;100;17 212;21 124;14 682;0;0;53,19;15,16;2,83;0;30,5
LEIF M. JENSEN A/S;42078514;201912;DKK;100;17 895;-371;42 159;0;0;6,45;5,95;0,75;0;14,97
AAGE DAMGAARD ApS;75148712;201912;DKK;100;2 750;36 616;128 407;0;0;8,08;6,74;0,26;0;-1,05
BRØNDBYERNES I.F. FODBOLD A/S;83933410;202006;DKK;200;-5 359;56 251;-127 092;0;0;-6,82;-4,17;0,48;0;-6,32
DFI-GEISLER A/S;14250794;201912;DKK;200;45 999;26 333;69 645;0;0;55,84;32,12;0,88;0;66,11
DKI LOGISTICS A/S;29312354;201912;DKK;100;-16 466;29 567;18 880;0;0;-28,3;-18,31;0,51;0;-25,76
SVM AUTOMATIK A/S;32272223;201912;DKK;100;25 616;42 017;55 547;0;0;29,07;10,31;2,88;0;33,93
ESMARK FERIEHUSUDLEJNING A/S;26257409;201912;DKK;200;32 082;34 572;43 092;0;0;74,33;21,13;2,6;0;74,75
A/S KNUD JEPSEN;11757278;202004;DKK;100;7 726;14 115;18 456;0;0;-2,72;0,08;1,22;0;-0,79
